 Image node:22-alpine Pulling 
 527fa2e7c135 Extracting 1B
 527fa2e7c135 Extracting 1B
 527fa2e7c135 Extracting 1B
 527fa2e7c135 Extracting 1B
 527fa2e7c135 Extracting 1B
 527fa2e7c135 Extracting 1B
 527fa2e7c135 Extracting 1B
 527fa2e7c135 Extracting 1B
 527fa2e7c135 Extracting 1B
 527fa2e7c135 Extracting 1B
 527fa2e7c135 Extracting 1B
 527fa2e7c135 Extracting 2B
 987e19f30cf4 Extracting 1B
 c3cb2d05bd6e Pull complete 0B
 527fa2e7c135 Pull complete 0B
 987e19f30cf4 Pull complete 0B
 Image node:22-alpine Pulled 
 Image src-celery-worker Building 
 Image src-celery-beat Building 
 Image src-backend Building 
#1 [internal] load local bake definitions
#1 reading from stdin 1.56kB done
#1 DONE 0.0s

#2 [celery-worker internal] load build definition from Dockerfile
#2 transferring dockerfile: 2.48kB 0.0s done
#2 DONE 0.0s

#3 [backend internal] load metadata for docker.io/library/python:3.11-slim
#3 DONE 2.1s

#4 [backend internal] load .dockerignore
#4 transferring context: 663B done
#4 DONE 0.0s

#5 [celery-beat base 1/2] FROM docker.io/library/python:3.11-slim@sha256:ae52c5bef62a6bdd42cd1e8dffef86b9cd284bde9427da79839de7a4b983e7ca
#5 resolve docker.io/library/python:3.11-slim@sha256:ae52c5bef62a6bdd42cd1e8dffef86b9cd284bde9427da79839de7a4b983e7ca 0.0s done
#5 sha256:7f7603e6ebb8a9b94a429dcdb69477fc29b25e033752a99d537ba0d87a455212 250B / 250B 0.3s done
#5 sha256:473b26fe033cfb7157bf8eccaaec7fb4c2973e971213128c1a817a6aa0132976 0B / 14.32MB 0.3s
#5 sha256:2e6eaa7747ea36ce09c07e556b94db03b4221eaa799d4d0ca387fb13a46d89f1 0B / 1.27MB 0.2s
#5 sha256:a25cd16f2d8653f652f8292b34b21bfbabdc85d6b39861a24b85f0896df1a95e 0B / 30.15MB 0.2s
#5 ...

#6 [celery-worker internal] load build context
#6 transferring context: 10.89MB 0.4s done
#6 DONE 0.4s

#5 [celery-beat base 1/2] FROM docker.io/library/python:3.11-slim@sha256:ae52c5bef62a6bdd42cd1e8dffef86b9cd284bde9427da79839de7a4b983e7ca
#5 sha256:473b26fe033cfb7157bf8eccaaec7fb4c2973e971213128c1a817a6aa0132976 0B / 14.32MB 5.4s
#5 sha256:2e6eaa7747ea36ce09c07e556b94db03b4221eaa799d4d0ca387fb13a46d89f1 0B / 1.27MB 5.3s
#5 sha256:a25cd16f2d8653f652f8292b34b21bfbabdc85d6b39861a24b85f0896df1a95e 0B / 30.15MB 5.3s
#5 sha256:473b26fe033cfb7157bf8eccaaec7fb4c2973e971213128c1a817a6aa0132976 0B / 14.32MB 10.5s
#5 sha256:2e6eaa7747ea36ce09c07e556b94db03b4221eaa799d4d0ca387fb13a46d89f1 0B / 1.27MB 10.4s
#5 sha256:a25cd16f2d8653f652f8292b34b21bfbabdc85d6b39861a24b85f0896df1a95e 1.05MB / 30.15MB 10.4s
#5 sha256:473b26fe033cfb7157bf8eccaaec7fb4c2973e971213128c1a817a6aa0132976 0B / 14.32MB 15.6s
#5 sha256:2e6eaa7747ea36ce09c07e556b94db03b4221eaa799d4d0ca387fb13a46d89f1 0B / 1.27MB 15.5s
#5 sha256:a25cd16f2d8653f652f8292b34b21bfbabdc85d6b39861a24b85f0896df1a95e 3.15MB / 30.15MB 15.5s
#5 sha256:2e6eaa7747ea36ce09c07e556b94db03b4221eaa799d4d0ca387fb13a46d89f1 1.05MB / 1.27MB 16.5s
#5 sha256:2e6eaa7747ea36ce09c07e556b94db03b4221eaa799d4d0ca387fb13a46d89f1 1.27MB / 1.27MB 18.3s done
#5 sha256:2e6eaa7747ea36ce09c07e556b94db03b4221eaa799d4d0ca387fb13a46d89f1 1.27MB / 1.27MB 18.3s done
#5 sha256:473b26fe033cfb7157bf8eccaaec7fb4c2973e971213128c1a817a6aa0132976 1.05MB / 14.32MB 18.9s
#5 sha256:a25cd16f2d8653f652f8292b34b21bfbabdc85d6b39861a24b85f0896df1a95e 4.19MB / 30.15MB 20.6s
#5 sha256:473b26fe033cfb7157bf8eccaaec7fb4c2973e971213128c1a817a6aa0132976 1.05MB / 14.32MB 24.0s
#5 sha256:473b26fe033cfb7157bf8eccaaec7fb4c2973e971213128c1a817a6aa0132976 2.10MB / 14.32MB 24.1s
#5 sha256:a25cd16f2d8653f652f8292b34b21bfbabdc85d6b39861a24b85f0896df1a95e 6.29MB / 30.15MB 25.0s
#5 sha256:473b26fe033cfb7157bf8eccaaec7fb4c2973e971213128c1a817a6aa0132976 3.15MB / 14.32MB 26.9s
#5 sha256:a25cd16f2d8653f652f8292b34b21bfbabdc85d6b39861a24b85f0896df1a95e 7.34MB / 30.15MB 30.2s
#5 sha256:473b26fe033cfb7157bf8eccaaec7fb4c2973e971213128c1a817a6aa0132976 3.15MB / 14.32MB 31.9s
#5 sha256:a25cd16f2d8653f652f8292b34b21bfbabdc85d6b39861a24b85f0896df1a95e 8.39MB / 30.15MB 35.3s
#5 sha256:473b26fe033cfb7157bf8eccaaec7fb4c2973e971213128c1a817a6aa0132976 3.15MB / 14.32MB 37.1s
#5 sha256:473b26fe033cfb7157bf8eccaaec7fb4c2973e971213128c1a817a6aa0132976 4.19MB / 14.32MB 37.2s
#5 sha256:a25cd16f2d8653f652f8292b34b21bfbabdc85d6b39861a24b85f0896df1a95e 9.44MB / 30.15MB 40.3s
#5 sha256:473b26fe033cfb7157bf8eccaaec7fb4c2973e971213128c1a817a6aa0132976 4.19MB / 14.32MB 42.3s
#5 sha256:473b26fe033cfb7157bf8eccaaec7fb4c2973e971213128c1a817a6aa0132976 5.24MB / 14.32MB 45.3s
#5 sha256:a25cd16f2d8653f652f8292b34b21bfbabdc85d6b39861a24b85f0896df1a95e 10.49MB / 30.15MB 45.4s
#5 sha256:473b26fe033cfb7157bf8eccaaec7fb4c2973e971213128c1a817a6aa0132976 6.29MB / 14.32MB 50.0s
#5 sha256:a25cd16f2d8653f652f8292b34b21bfbabdc85d6b39861a24b85f0896df1a95e 11.53MB / 30.15MB 50.6s
#5 sha256:473b26fe033cfb7157bf8eccaaec7fb4c2973e971213128c1a817a6aa0132976 7.34MB / 14.32MB 53.1s
#5 sha256:a25cd16f2d8653f652f8292b34b21bfbabdc85d6b39861a24b85f0896df1a95e 12.58MB / 30.15MB 55.7s
#5 sha256:473b26fe033cfb7157bf8eccaaec7fb4c2973e971213128c1a817a6aa0132976 8.39MB / 14.32MB 56.3s
#5 sha256:473b26fe033cfb7157bf8eccaaec7fb4c2973e971213128c1a817a6aa0132976 9.44MB / 14.32MB 57.8s
#5 sha256:a25cd16f2d8653f652f8292b34b21bfbabdc85d6b39861a24b85f0896df1a95e 14.68MB / 30.15MB 58.2s
#5 sha256:473b26fe033cfb7157bf8eccaaec7fb4c2973e971213128c1a817a6aa0132976 10.49MB / 14.32MB 58.8s
#5 sha256:473b26fe033cfb7157bf8eccaaec7fb4c2973e971213128c1a817a6aa0132976 11.53MB / 14.32MB 59.6s
#5 sha256:473b26fe033cfb7157bf8eccaaec7fb4c2973e971213128c1a817a6aa0132976 12.58MB / 14.32MB 60.3s
#5 sha256:a25cd16f2d8653f652f8292b34b21bfbabdc85d6b39861a24b85f0896df1a95e 16.78MB / 30.15MB 60.6s
#5 sha256:473b26fe033cfb7157bf8eccaaec7fb4c2973e971213128c1a817a6aa0132976 13.63MB / 14.32MB 61.5s
#5 sha256:473b26fe033cfb7157bf8eccaaec7fb4c2973e971213128c1a817a6aa0132976 14.32MB / 14.32MB 61.7s done
#5 sha256:a25cd16f2d8653f652f8292b34b21bfbabdc85d6b39861a24b85f0896df1a95e 18.87MB / 30.15MB 62.7s
#5 sha256:a25cd16f2d8653f652f8292b34b21bfbabdc85d6b39861a24b85f0896df1a95e 20.97MB / 30.15MB 63.6s
#5 sha256:a25cd16f2d8653f652f8292b34b21bfbabdc85d6b39861a24b85f0896df1a95e 23.07MB / 30.15MB 64.5s
#5 sha256:a25cd16f2d8653f652f8292b34b21bfbabdc85d6b39861a24b85f0896df1a95e 25.17MB / 30.15MB 65.3s
#5 sha256:a25cd16f2d8653f652f8292b34b21bfbabdc85d6b39861a24b85f0896df1a95e 27.26MB / 30.15MB 66.0s
#5 sha256:a25cd16f2d8653f652f8292b34b21bfbabdc85d6b39861a24b85f0896df1a95e 29.36MB / 30.15MB 66.5s
#5 sha256:a25cd16f2d8653f652f8292b34b21bfbabdc85d6b39861a24b85f0896df1a95e 30.15MB / 30.15MB 66.7s done
#5 extracting sha256:a25cd16f2d8653f652f8292b34b21bfbabdc85d6b39861a24b85f0896df1a95e
#5 extracting sha256:a25cd16f2d8653f652f8292b34b21bfbabdc85d6b39861a24b85f0896df1a95e 1.1s done
#5 extracting sha256:a25cd16f2d8653f652f8292b34b21bfbabdc85d6b39861a24b85f0896df1a95e 1.1s done
#5 extracting sha256:2e6eaa7747ea36ce09c07e556b94db03b4221eaa799d4d0ca387fb13a46d89f1 0.1s done
#5 extracting sha256:473b26fe033cfb7157bf8eccaaec7fb4c2973e971213128c1a817a6aa0132976
#5 extracting sha256:473b26fe033cfb7157bf8eccaaec7fb4c2973e971213128c1a817a6aa0132976 0.5s done
#5 extracting sha256:473b26fe033cfb7157bf8eccaaec7fb4c2973e971213128c1a817a6aa0132976 0.5s done
#5 extracting sha256:7f7603e6ebb8a9b94a429dcdb69477fc29b25e033752a99d537ba0d87a455212 0.0s done
#5 DONE 68.4s

#7 [backend base 2/2] RUN apt-get update && apt-get install -y --no-install-recommends     poppler-utils     libpq-dev     build-essential     libffi-dev     curl     && rm -rf /var/lib/apt/lists/*
#7 0.711 Hit:1 http://deb.debian.org/debian trixie InRelease
#7 0.777 Get:2 http://deb.debian.org/debian trixie-updates InRelease [47.3 kB]
#7 1.103 Get:3 http://deb.debian.org/debian-security trixie-security InRelease [43.4 kB]
#7 1.286 Get:4 http://deb.debian.org/debian trixie/main arm64 Packages [9608 kB]
#7 6.487 Get:5 http://deb.debian.org/debian trixie-updates/main arm64 Packages [5404 B]
#7 6.624 Get:6 http://deb.debian.org/debian-security trixie-security/main arm64 Packages [217 kB]
#7 7.791 Fetched 9921 kB in 7s (1341 kB/s)
#7 7.791 Reading package lists...
#7 8.947 Reading package lists...
#7 10.03 Building dependency tree...
#7 10.19 Reading state information...
#7 10.51 The following additional packages will be installed:
#7 10.51   binutils binutils-aarch64-linux-gnu binutils-common bzip2 cpp cpp-14
#7 10.51   cpp-14-aarch64-linux-gnu cpp-aarch64-linux-gnu dirmngr dpkg-dev
#7 10.51   fontconfig-config fonts-dejavu-core fonts-dejavu-mono g++ g++-14
#7 10.51   g++-14-aarch64-linux-gnu g++-aarch64-linux-gnu gcc gcc-14
#7 10.51   gcc-14-aarch64-linux-gnu gcc-aarch64-linux-gnu gnupg gnupg-l10n gpg
#7 10.51   gpg-agent gpgconf gpgsm libasan8 libassuan9 libatomic1 libbinutils
#7 10.51   libbrotli1 libc-dev-bin libc6-dev libcairo2 libcc1-0 libcom-err2
#7 10.51   libcrypt-dev libctf-nobfd0 libctf0 libcurl3t64-gnutls libcurl4t64
#7 10.51   libdeflate0 libdpkg-perl libexpat1 libfontconfig1 libfreetype6 libgcc-14-dev
#7 10.51   libgcrypt20 libgdbm-compat4t64 libgnutls30t64 libgomp1 libgpg-error0
#7 10.51   libgpgme11t64 libgpgmepp6t64 libgprofng0 libgssapi-krb5-2 libhwasan0
#7 10.51   libidn2-0 libisl23 libitm1 libjansson4 libjbig0 libjpeg62-turbo libk5crypto3
#7 10.51   libkeyutils1 libkrb5-3 libkrb5support0 libksba8 liblcms2-2 libldap2 liblerc4
#7 10.51   liblsan0 libmpc3 libmpfr6 libnghttp2-14 libnghttp3-9 libngtcp2-16
#7 10.51   libngtcp2-crypto-gnutls8 libnpth0t64 libnspr4 libnss3 libopenjp2-7
#7 10.51   libp11-kit0 libperl5.40 libpixman-1-0 libpng16-16t64 libpoppler147 libpq5
#7 10.51   libpsl5t64 librtmp1 libsasl2-2 libsasl2-modules-db libsframe1 libsharpyuv0
#7 10.51   libssh2-1t64 libssl-dev libstdc++-14-dev libtasn1-6 libtiff6 libtsan2
#7 10.51   libubsan1 libunistring5 libwebp7 libx11-6 libx11-data libxau6 libxcb-render0
#7 10.51   libxcb-shm0 libxcb1 libxdmcp6 libxext6 libxrender1 linux-libc-dev make patch
#7 10.51   perl perl-modules-5.40 pinentry-curses rpcsvc-proto xz-utils
#7 10.51 Suggested packages:
#7 10.51   binutils-doc gprofng-gui binutils-gold bzip2-doc cpp-doc gcc-14-locales
#7 10.51   cpp-14-doc dbus-user-session libpam-systemd pinentry-gnome3 tor
#7 10.51   debian-keyring debian-tag2upload-keyring gcc-14-doc gcc-multilib
#7 10.51   manpages-dev autoconf automake libtool flex bison gdb gcc-doc
#7 10.51   gdb-aarch64-linux-gnu gpg-wks-server parcimonie xloadimage scdaemon
#7 10.51   tpm2daemon libc-devtools glibc-doc sensible-utils git bzr rng-tools
#7 10.51   gnutls-bin krb5-doc krb5-user liblcms2-utils postgresql-doc-17 libssl-doc
#7 10.51   libstdc++-14-doc make-doc ed diffutils-doc perl-doc
#7 10.51   libterm-readline-gnu-perl | libterm-readline-perl-perl
#7 10.51   libtap-harness-archive-perl pinentry-doc
#7 10.51 Recommended packages:
#7 10.51   bash-completion fakeroot libalgorithm-merge-perl gnupg-utils gpg-wks-client
#7 10.51   gpgv manpages manpages-dev libfile-fcntllock-perl liblocale-gettext-perl
#7 10.51   libgpg-error-l10n krb5-locales libldap-common poppler-data publicsuffix
#7 10.51   libsasl2-modules
#7 11.96 The following NEW packages will be installed:
#7 11.96   binutils binutils-aarch64-linux-gnu binutils-common build-essential bzip2
#7 11.96   cpp cpp-14 cpp-14-aarch64-linux-gnu cpp-aarch64-linux-gnu curl dirmngr
#7 11.96   dpkg-dev fontconfig-config fonts-dejavu-core fonts-dejavu-mono g++ g++-14
#7 11.96   g++-14-aarch64-linux-gnu g++-aarch64-linux-gnu gcc gcc-14
#7 11.96   gcc-14-aarch64-linux-gnu gcc-aarch64-linux-gnu gnupg gnupg-l10n gpg
#7 11.96   gpg-agent gpgconf gpgsm libasan8 libassuan9 libatomic1 libbinutils
#7 11.96   libbrotli1 libc-dev-bin libc6-dev libcairo2 libcc1-0 libcom-err2
#7 11.96   libcrypt-dev libctf-nobfd0 libctf0 libcurl3t64-gnutls libcurl4t64
#7 11.96   libdeflate0 libdpkg-perl libexpat1 libffi-dev libfontconfig1 libfreetype6
#7 11.96   libgcc-14-dev libgcrypt20 libgdbm-compat4t64 libgnutls30t64 libgomp1
#7 11.96   libgpg-error0 libgpgme11t64 libgpgmepp6t64 libgprofng0 libgssapi-krb5-2
#7 11.96   libhwasan0 libidn2-0 libisl23 libitm1 libjansson4 libjbig0 libjpeg62-turbo
#7 11.96   libk5crypto3 libkeyutils1 libkrb5-3 libkrb5support0 libksba8 liblcms2-2
#7 11.96   libldap2 liblerc4 liblsan0 libmpc3 libmpfr6 libnghttp2-14 libnghttp3-9
#7 11.96   libngtcp2-16 libngtcp2-crypto-gnutls8 libnpth0t64 libnspr4 libnss3
#7 11.96   libopenjp2-7 libp11-kit0 libperl5.40 libpixman-1-0 libpng16-16t64
#7 11.96   libpoppler147 libpq-dev libpq5 libpsl5t64 librtmp1 libsasl2-2
#7 11.96   libsasl2-modules-db libsframe1 libsharpyuv0 libssh2-1t64 libssl-dev
#7 11.96   libstdc++-14-dev libtasn1-6 libtiff6 libtsan2 libubsan1 libunistring5
#7 11.96   libwebp7 libx11-6 libx11-data libxau6 libxcb-render0 libxcb-shm0 libxcb1
#7 11.96   libxdmcp6 libxext6 libxrender1 linux-libc-dev make patch perl
#7 11.96   perl-modules-5.40 pinentry-curses poppler-utils rpcsvc-proto xz-utils
#7 12.28 0 upgraded, 126 newly installed, 0 to remove and 0 not upgraded.
#7 12.28 Need to get 96.5 MB of archives.
#7 12.28 After this operation, 402 MB of additional disk space will be used.
#7 12.28 Get:1 http://deb.debian.org/debian trixie/main arm64 libexpat1 arm64 2.7.1-2 [93.3 kB]
#7 13.08 Get:2 http://deb.debian.org/debian trixie/main arm64 bzip2 arm64 1.0.8-6 [39.5 kB]
#7 13.15 Get:3 http://deb.debian.org/debian trixie/main arm64 perl-modules-5.40 all 5.40.1-6 [3019 kB]
#7 15.57 Get:4 http://deb.debian.org/debian trixie/main arm64 libgdbm-compat4t64 arm64 1.24-2 [50.3 kB]
#7 15.63 Get:5 http://deb.debian.org/debian trixie/main arm64 libperl5.40 arm64 5.40.1-6 [4142 kB]
#7 18.36 Get:6 http://deb.debian.org/debian trixie/main arm64 perl arm64 5.40.1-6 [267 kB]
#7 18.57 Get:7 http://deb.debian.org/debian trixie/main arm64 xz-utils arm64 5.8.1-1 [657 kB]
#7 18.96 Get:8 http://deb.debian.org/debian trixie/main arm64 libsframe1 arm64 2.44-3 [77.8 kB]
#7 19.02 Get:9 http://deb.debian.org/debian trixie/main arm64 binutils-common arm64 2.44-3 [2509 kB]
#7 21.07 Get:10 http://deb.debian.org/debian trixie/main arm64 libbinutils arm64 2.44-3 [660 kB]
#7 21.38 Get:11 http://deb.debian.org/debian trixie/main arm64 libgprofng0 arm64 2.44-3 [668 kB]
#7 21.89 Get:12 http://deb.debian.org/debian trixie/main arm64 libctf-nobfd0 arm64 2.44-3 [152 kB]
#7 22.04 Get:13 http://deb.debian.org/debian trixie/main arm64 libctf0 arm64 2.44-3 [84.2 kB]
#7 22.12 Get:14 http://deb.debian.org/debian trixie/main arm64 libjansson4 arm64 2.14-2+b3 [39.2 kB]
#7 22.12 Get:15 http://deb.debian.org/debian trixie/main arm64 binutils-aarch64-linux-gnu arm64 2.44-3 [820 kB]
#7 22.66 Get:16 http://deb.debian.org/debian trixie/main arm64 binutils arm64 2.44-3 [262 kB]
#7 22.80 Get:17 http://deb.debian.org/debian trixie/main arm64 libc-dev-bin arm64 2.41-12+deb13u3 [59.0 kB]
#7 22.84 Get:18 http://deb.debian.org/debian-security trixie-security/main arm64 linux-libc-dev all 6.12.90-2 [2813 kB]
#7 24.48 Get:19 http://deb.debian.org/debian trixie/main arm64 libcrypt-dev arm64 1:4.4.38-1 [123 kB]
#7 24.49 Get:20 http://deb.debian.org/debian trixie/main arm64 rpcsvc-proto arm64 1.4.3-1+b1 [60.5 kB]
#7 24.51 Get:21 http://deb.debian.org/debian trixie/main arm64 libc6-dev arm64 2.41-12+deb13u3 [1626 kB]
#7 25.24 Get:22 http://deb.debian.org/debian trixie/main arm64 libisl23 arm64 0.27-1 [601 kB]
#7 25.49 Get:23 http://deb.debian.org/debian trixie/main arm64 libmpfr6 arm64 4.2.2-1 [685 kB]
#7 25.75 Get:24 http://deb.debian.org/debian trixie/main arm64 libmpc3 arm64 1.3.1-1+b3 [50.5 kB]
#7 25.76 Get:25 http://deb.debian.org/debian trixie/main arm64 cpp-14-aarch64-linux-gnu arm64 14.2.0-19 [9169 kB]
#7 28.47 Get:26 http://deb.debian.org/debian trixie/main arm64 cpp-14 arm64 14.2.0-19 [1276 B]
#7 28.47 Get:27 http://deb.debian.org/debian trixie/main arm64 cpp-aarch64-linux-gnu arm64 4:14.2.0-1 [4832 B]
#7 28.47 Get:28 http://deb.debian.org/debian trixie/main arm64 cpp arm64 4:14.2.0-1 [1568 B]
#7 28.47 Get:29 http://deb.debian.org/debian trixie/main arm64 libcc1-0 arm64 14.2.0-19 [42.2 kB]
#7 28.48 Get:30 http://deb.debian.org/debian trixie/main arm64 libgomp1 arm64 14.2.0-19 [124 kB]
#7 28.50 Get:31 http://deb.debian.org/debian trixie/main arm64 libitm1 arm64 14.2.0-19 [24.2 kB]
#7 28.51 Get:32 http://deb.debian.org/debian trixie/main arm64 libatomic1 arm64 14.2.0-19 [10.1 kB]
#7 28.51 Get:33 http://deb.debian.org/debian trixie/main arm64 libasan8 arm64 14.2.0-19 [2578 kB]
#7 29.00 Get:34 http://deb.debian.org/debian trixie/main arm64 liblsan0 arm64 14.2.0-19 [1161 kB]
#7 29.23 Get:35 http://deb.debian.org/debian trixie/main arm64 libtsan2 arm64 14.2.0-19 [2383 kB]
#7 29.80 Get:36 http://deb.debian.org/debian trixie/main arm64 libubsan1 arm64 14.2.0-19 [1039 kB]
#7 30.12 Get:37 http://deb.debian.org/debian trixie/main arm64 libhwasan0 arm64 14.2.0-19 [1442 kB]
#7 30.46 Get:38 http://deb.debian.org/debian trixie/main arm64 libgcc-14-dev arm64 14.2.0-19 [2359 kB]
#7 31.08 Get:39 http://deb.debian.org/debian trixie/main arm64 gcc-14-aarch64-linux-gnu arm64 14.2.0-19 [17.7 MB]
#7 35.98 Get:40 http://deb.debian.org/debian trixie/main arm64 gcc-14 arm64 14.2.0-19 [529 kB]
#7 36.21 Get:41 http://deb.debian.org/debian trixie/main arm64 gcc-aarch64-linux-gnu arm64 4:14.2.0-1 [1440 B]
#7 36.21 Get:42 http://deb.debian.org/debian trixie/main arm64 gcc arm64 4:14.2.0-1 [5136 B]
#7 36.21 Get:43 http://deb.debian.org/debian trixie/main arm64 libstdc++-14-dev arm64 14.2.0-19 [2295 kB]
#7 36.93 Get:44 http://deb.debian.org/debian trixie/main arm64 g++-14-aarch64-linux-gnu arm64 14.2.0-19 [10.1 MB]
#7 39.77 Get:45 http://deb.debian.org/debian trixie/main arm64 g++-14 arm64 14.2.0-19 [22.5 kB]
#7 39.77 Get:46 http://deb.debian.org/debian trixie/main arm64 g++-aarch64-linux-gnu arm64 4:14.2.0-1 [1200 B]
#7 39.77 Get:47 http://deb.debian.org/debian trixie/main arm64 g++ arm64 4:14.2.0-1 [1332 B]
#7 39.77 Get:48 http://deb.debian.org/debian trixie/main arm64 make arm64 4.4.1-2 [452 kB]
#7 40.13 Get:49 http://deb.debian.org/debian trixie/main arm64 libdpkg-perl all 1.22.22 [651 kB]
#7 40.43 Get:50 http://deb.debian.org/debian trixie/main arm64 patch arm64 2.8-2 [128 kB]
#7 40.43 Get:51 http://deb.debian.org/debian trixie/main arm64 dpkg-dev all 1.22.22 [1337 kB]
#7 41.12 Get:52 http://deb.debian.org/debian trixie/main arm64 build-essential arm64 12.12 [4624 B]
#7 41.12 Get:53 http://deb.debian.org/debian trixie/main arm64 libbrotli1 arm64 1.1.0-2+b7 [308 kB]
#7 41.13 Get:54 http://deb.debian.org/debian-security trixie-security/main arm64 libkrb5support0 arm64 1.21.3-5+deb13u1 [32.5 kB]
#7 41.13 Get:55 http://deb.debian.org/debian trixie/main arm64 libcom-err2 arm64 1.47.2-3+b11 [24.9 kB]
#7 41.29 Get:56 http://deb.debian.org/debian-security trixie-security/main arm64 libk5crypto3 arm64 1.21.3-5+deb13u1 [81.4 kB]
#7 41.30 Get:57 http://deb.debian.org/debian trixie/main arm64 libkeyutils1 arm64 1.6.3-6 [9716 B]
#7 41.30 Get:58 http://deb.debian.org/debian-security trixie-security/main arm64 libkrb5-3 arm64 1.21.3-5+deb13u1 [308 kB]
#7 41.30 Get:59 http://deb.debian.org/debian-security trixie-security/main arm64 libgssapi-krb5-2 arm64 1.21.3-5+deb13u1 [128 kB]
#7 41.44 Get:60 http://deb.debian.org/debian trixie/main arm64 libunistring5 arm64 1.3-2 [453 kB]
#7 41.44 Get:61 http://deb.debian.org/debian trixie/main arm64 libidn2-0 arm64 2.3.8-2 [107 kB]
#7 41.44 Get:62 http://deb.debian.org/debian trixie/main arm64 libsasl2-modules-db arm64 2.1.28+dfsg1-9 [20.1 kB]
#7 41.44 Get:63 http://deb.debian.org/debian trixie/main arm64 libsasl2-2 arm64 2.1.28+dfsg1-9 [55.6 kB]
#7 41.44 Get:64 http://deb.debian.org/debian trixie/main arm64 libldap2 arm64 2.6.10+dfsg-1 [179 kB]
#7 41.48 Get:65 http://deb.debian.org/debian-security trixie-security/main arm64 libnghttp2-14 arm64 1.64.0-1.1+deb13u1 [71.6 kB]
#7 41.56 Get:66 http://deb.debian.org/debian trixie/main arm64 libnghttp3-9 arm64 1.8.0-1 [63.2 kB]
#7 41.59 Get:67 http://deb.debian.org/debian trixie/main arm64 libpsl5t64 arm64 0.21.2-1.1+b1 [57.1 kB]
#7 41.61 Get:68 http://deb.debian.org/debian trixie/main arm64 libp11-kit0 arm64 0.25.5-3 [409 kB]
#7 41.67 Get:69 http://deb.debian.org/debian trixie/main arm64 libtasn1-6 arm64 4.20.0-2 [47.3 kB]
#7 41.67 Get:70 http://deb.debian.org/debian-security trixie-security/main arm64 libgnutls30t64 arm64 3.8.9-3+deb13u4 [1379 kB]
#7 42.03 Get:71 http://deb.debian.org/debian trixie/main arm64 librtmp1 arm64 2.4+20151223.gitfa8646d.1-2+b5 [56.8 kB]
#7 42.05 Get:72 http://deb.debian.org/debian trixie/main arm64 libssh2-1t64 arm64 1.11.1-1 [235 kB]
#7 42.16 Get:73 http://deb.debian.org/debian trixie/main arm64 libcurl4t64 arm64 8.14.1-2+deb13u3 [359 kB]
#7 42.39 Get:74 http://deb.debian.org/debian trixie/main arm64 curl arm64 8.14.1-2+deb13u3 [262 kB]
#7 42.42 Get:75 http://deb.debian.org/debian trixie/main arm64 libgpg-error0 arm64 1.51-4 [78.5 kB]
#7 42.42 Get:76 http://deb.debian.org/debian trixie/main arm64 libassuan9 arm64 3.0.2-2 [59.1 kB]
#7 42.42 Get:77 http://deb.debian.org/debian-security trixie-security/main arm64 libgcrypt20 arm64 1.11.0-7+deb13u1 [741 kB]
#7 42.43 Get:78 http://deb.debian.org/debian trixie/main arm64 gpgconf arm64 2.4.7-21+deb13u1+b3 [122 kB]
#7 42.43 Get:79 http://deb.debian.org/debian trixie/main arm64 libksba8 arm64 1.6.7-2+b1 [125 kB]
#7 42.43 Get:80 http://deb.debian.org/debian trixie/main arm64 libnpth0t64 arm64 1.8-3 [22.9 kB]
#7 42.43 Get:81 http://deb.debian.org/debian trixie/main arm64 dirmngr arm64 2.4.7-21+deb13u1+b3 [359 kB]
#7 42.61 Get:82 http://deb.debian.org/debian trixie/main arm64 fonts-dejavu-mono all 2.37-8 [489 kB]
#7 42.62 Get:83 http://deb.debian.org/debian trixie/main arm64 fonts-dejavu-core all 2.37-8 [840 kB]
#7 42.92 Get:84 http://deb.debian.org/debian trixie/main arm64 fontconfig-config arm64 2.15.0-2.3 [318 kB]
#7 43.41 Get:85 http://deb.debian.org/debian trixie/main arm64 gnupg-l10n all 2.4.7-21+deb13u1 [749 kB]
#7 43.42 Get:86 http://deb.debian.org/debian trixie/main arm64 gpg arm64 2.4.7-21+deb13u1+b3 [578 kB]
#7 43.49 Get:87 http://deb.debian.org/debian trixie/main arm64 pinentry-curses arm64 1.3.1-2 [83.5 kB]
#7 43.51 Get:88 http://deb.debian.org/debian trixie/main arm64 gpg-agent arm64 2.4.7-21+deb13u1+b3 [250 kB]
#7 43.51 Get:89 http://deb.debian.org/debian trixie/main arm64 gpgsm arm64 2.4.7-21+deb13u1+b3 [252 kB]
#7 43.52 Get:90 http://deb.debian.org/debian trixie/main arm64 gnupg all 2.4.7-21+deb13u1 [417 kB]
#7 43.56 Get:91 http://deb.debian.org/debian trixie/main arm64 libpng16-16t64 arm64 1.6.48-1+deb13u5 [275 kB]
#7 43.61 Get:92 http://deb.debian.org/debian trixie/main arm64 libfreetype6 arm64 2.13.3+dfsg-1+deb13u1 [422 kB]
#7 44.00 Get:93 http://deb.debian.org/debian trixie/main arm64 libfontconfig1 arm64 2.15.0-2.3 [387 kB]
#7 44.10 Get:94 http://deb.debian.org/debian trixie/main arm64 libpixman-1-0 arm64 0.44.0-3 [168 kB]
#7 44.10 Get:95 http://deb.debian.org/debian trixie/main arm64 libxau6 arm64 1:1.0.11-1 [20.6 kB]
